date,amount,description,transaction_type,source
2025-11-01,-177.36,IINET LTD SYDNEY,expense,ANZ
2025-11-01,-180.5,WATER CORPORATION PERTH,expense,ANZ
2025-11-01,2859.85,SALARY EMPLOYER PTY LTD,income,ANZ
2025-10-30,-11.62,STEAM PURCHASE SYDNEY,expense,ANZ
2025-10-29,2925.81,SALARY EMPLOYER PTY LTD,income,ANZ
2025-10-25,-47.1,TARGET PERTH,expense,ANZ
2025-10-25,-142.18,EBAY SYDNEY,expense,ANZ
2025-10-24,-84.51,COLES NEDLANDS,expense,ANZ
2025-10-24,-76.23,WOOLWORTHS PERTH,expense,ANZ
2025-10-24,-78.8,AMPOL CLAREMONT,expense,ANZ
2025-10-24,-41.73,TARGET PERTH,expense,ANZ
2025-10-23,24.07,REFUND,income,ANZ
2025-10-22,-74.41,FARMER JACKS SUBIACO,expense,ANZ
2025-10-22,-12.46,NANDO'S ROCKINGHAM,expense,ANZ
2025-10-21,-54.1,CALTEX VICTORIA PARK,expense,ANZ
2025-10-20,-12.62,STEAM PURCHASE SYDNEY,expense,ANZ
2025-10-20,-18.44,CHEMIST WAREHOUSE FREMANTLE,expense,ANZ
2025-10-18,-39.11,HUNGRY JACK'S PERTH,expense,ANZ
2025-10-17,-74.23,ALDI MIDLAND,expense,ANZ
2025-10-17,-60.63,SUBWAY PERTH,expense,ANZ
2025-10-17,-58.46,HUNGRY JACK'S PERTH,expense,ANZ
2025-10-16,42.97,INTEREST PAYMENT,income,ANZ
2025-10-15,-79.76,TRANSPERTH PERTH,expense,ANZ
2025-10-13,-44.48,BUNNINGS OSBORNE PARK,expense,ANZ
2025-10-12,-60.73,KMART CAROUSEL,expense,ANZ
2025-10-11,-51.73,IGA LEEDERVILLE,expense,ANZ
2025-10-10,-96.59,BUNNINGS CANNINGTON,expense,ANZ
2025-10-10,-40.58,DOME CAFE COTTESLOE,expense,ANZ
2025-10-08,-26.33,NANDO'S JOONDALUP,expense,ANZ
2025-10-06,-37.86,ALDI CANNINGTON,expense,ANZ
2025-10-02,-98.27,UBER SYDNEY,expense,ANZ
2025-09-29,-40.1,FARMER JACKS SUBIACO,expense,ANZ
2025-09-29,433.09,TAX REFUND ATO,income,ANZ
2025-09-29,6.89,INTEREST PAYMENT,income,ANZ
2025-09-28,3470.22,SALARY EMPLOYER PTY LTD,income,ANZ
2025-09-26,-67.86,SHELL MORLEY,expense,ANZ
2025-09-26,-9.45,SPOTIFY SYDNEY,expense,ANZ
2025-09-23,-137.64,IGA MOUNT LAWLEY,expense,ANZ
2025-09-21,-138.54,TELSTRA PERTH,expense,ANZ
2025-09-21,-70.03,FARMER JACKS SUBIACO,expense,ANZ
2025-09-20,-44.01,ALDI CANNINGTON,expense,ANZ
2025-09-20,-104.2,ALIEXPRESS NORTH SYDNEY,expense,ANZ
2025-09-19,-120.51,FARMER JACKS WEMBLEY,expense,ANZ
2025-09-18,2943.25,SALARY EMPLOYER PTY LTD,income,ANZ
2025-09-16,-110.32,SHELL PERTH,expense,ANZ
2025-09-14,-48.05,CHEMIST WAREHOUSE FREMANTLE,expense,ANZ
2025-09-13,-103.15,FARMER JACKS FLOREAT,expense,ANZ
2025-09-11,-58.67,IGA MOUNT LAWLEY,expense,ANZ
2025-09-09,-66.77,EBAY SYDNEY,expense,ANZ
2025-09-05,-113.01,COLES COTTESLOE,expense,ANZ
2025-09-05,-91.68,ALIEXPRESS NORTH SYDNEY,expense,ANZ
2025-09-04,-65.05,HBF HEALTH LIMITED PERTH,expense,ANZ
2025-09-03,3025.92,SALARY EMPLOYER PTY LTD,income,ANZ
2025-09-02,-79.17,COLES PERTH,expense,ANZ
2025-09-01,-55.8,CHEMIST WAREHOUSE SUBIACO,expense,ANZ
2025-09-01,-102.42,FARMER JACKS FLOREAT,expense,ANZ
2025-08-30,-139.66,ALDI MORLEY,expense,ANZ
2025-08-28,145.14,REFUND,income,ANZ
2025-08-27,-57.01,HUNGRY JACK'S PERTH,expense,ANZ
2025-08-27,-54.49,IGA SUBIACO,expense,ANZ
2025-08-25,-92.66,BUNNINGS OSBORNE PARK,expense,ANZ
2025-08-25,-34.92,PRICELINE PHARMACY GARDEN CITY,expense,ANZ
2025-08-25,82.27,REFUND,income,ANZ
2025-08-25,675.79,TAX REFUND ATO,income,ANZ
2025-08-22,-64.31,DOME CAFE FREMANTLE,expense,ANZ
2025-08-21,-43.1,KMART CAROUSEL,expense,ANZ
2025-08-19,-144.44,AMAZON SYDNEY,expense,ANZ
2025-08-17,-32.32,AMAZON SYDNEY,expense,ANZ
2025-08-16,-86.45,COLES PERTH,expense,ANZ
2025-08-16,-98.74,BUNNINGS OSBORNE PARK,expense,ANZ
2025-08-15,-46.81,VARSITY BAR NORTHBRIDGE,expense,ANZ
2025-08-14,-89.35,FARMER JACKS WEMBLEY,expense,ANZ
2025-08-14,-173.43,SYNERGY PERTH,expense,ANZ
2025-08-13,-14.79,READING CINEMAS PERTH,expense,ANZ
2025-08-09,-8.12,NETFLIX SYDNEY,expense,ANZ
2025-08-07,-117.64,TARGET MORLEY,expense,ANZ
2025-08-07,-41.15,EBAY SYDNEY,expense,ANZ
2025-08-06,-40.52,TERRY WHITE CHEMMART SUBIACO,expense,ANZ
2025-08-05,568.24,TAX REFUND ATO,income,ANZ
2025-08-04,-42.58,SHELL CANNINGTON,expense,ANZ
2025-08-04,-39.1,THE COFFEE CLUB GARDEN CITY,expense,ANZ
2025-08-03,-44.53,EBAY SYDNEY,expense,ANZ
2025-08-03,56.13,REFUND,income,ANZ
2025-08-01,-18.81,READING CINEMAS BELMONT,expense,ANZ
2025-08-01,-42.25,CHEMIST WAREHOUSE PERTH,expense,ANZ
2025-08-01,-57.11,COLES PERTH,expense,ANZ
2025-08-01,-51.39,PRICELINE PHARMACY PERTH,expense,ANZ
2025-07-30,-12.95,SPOTIFY SYDNEY,expense,ANZ
2025-07-29,-62.13,WOOLWORTHS JOONDALUP,expense,ANZ
2025-07-28,-135.27,ALDI CANNINGTON,expense,ANZ
2025-07-28,64.87,REFUND,income,ANZ
2025-07-24,-96.66,KMART GARDEN CITY,expense,ANZ
2025-07-23,-52.96,DOME CAFE FREMANTLE,expense,ANZ
2025-07-21,-18.32,SUBWAY PERTH,expense,ANZ
2025-07-19,616.95,TAX REFUND ATO,income,ANZ
2025-07-18,-86.02,COLES COTTESLOE,expense,ANZ
2025-07-18,-46.61,SHELL PERTH,expense,ANZ
2025-07-16,102.87,REFUND,income,ANZ
2025-07-14,-84.54,COLES CLAREMONT,expense,ANZ
2025-07-14,-93.45,WOOLWORTHS SUBIACO,expense,ANZ
2025-07-14,-61.98,COLES NEDLANDS,expense,ANZ
2025-07-14,-193.62,EBAY SYDNEY,expense,ANZ
2025-07-14,-88.38,COLES CLAREMONT,expense,ANZ
2025-07-13,-134.96,IGA MOUNT LAWLEY,expense,ANZ
2025-07-12,-30.56,THE COFFEE CLUB GARDEN CITY,expense,ANZ
2025-07-12,-50.56,TARGET INNALOO,expense,ANZ
2025-07-11,100.44,REFUND,income,ANZ
2025-07-08,-17.79,SPOTIFY SYDNEY,expense,ANZ
2025-07-06,-73.3,EBAY SYDNEY,expense,ANZ
2025-07-04,-103.38,FARMER JACKS SUBIACO,expense,ANZ
2025-07-03,-100.65,HBF HEALTH LIMITED PERTH,expense,ANZ
2025-07-02,-43.21,BP NEDLANDS,expense,ANZ
2025-06-28,-40.65,THE COFFEE CLUB PERTH,expense,ANZ
2025-06-28,78.6,REFUND,income,ANZ
2025-06-27,-41.31,THE COFFEE CLUB CAROUSEL,expense,ANZ
2025-06-27,383.05,TAX REFUND ATO,income,ANZ
2025-06-22,-16.98,SPOTIFY SYDNEY,expense,ANZ
2025-06-19,-22.89,HUNGRY JACK'S PERTH,expense,ANZ
2025-06-19,-61.69,FARMER JACKS SUBIACO,expense,ANZ
2025-06-18,-116.63,EBAY SYDNEY,expense,ANZ
2025-06-17,-25.18,TERRY WHITE CHEMMART CLAREMONT,expense,ANZ
2025-06-16,-117.98,WOOLWORTHS SUBIACO,expense,ANZ
2025-06-16,-44.48,FARMER JACKS WEMBLEY,expense,ANZ
2025-06-15,-47.84,ALIEXPRESS NORTH SYDNEY,expense,ANZ
2025-06-14,-177.56,TELSTRA PERTH,expense,ANZ
2025-06-13,-39.69,SHELL CANNINGTON,expense,ANZ
2025-06-12,-8.81,STEAM PURCHASE SYDNEY,expense,ANZ
2025-06-10,-147.0,WATER CORPORATION PERTH,expense,ANZ
2025-06-10,-169.95,COLES COTTESLOE,expense,ANZ
2025-06-10,48.13,INTEREST PAYMENT,income,ANZ
2025-06-06,-84.75,WOOLWORTHS JOONDALUP,expense,ANZ
2025-06-05,-77.57,FARMER JACKS SUBIACO,expense,ANZ
2025-06-05,-69.75,ALDI PERTH,expense,ANZ
2025-06-01,-110.7,FARMER JACKS FLOREAT,expense,ANZ
2025-05-31,-10.71,APPLE.COM/BILL SYDNEY,expense,ANZ
2025-05-31,-100.77,IGA SUBIACO,expense,ANZ
2025-05-31,-27.7,TERRY WHITE CHEMMART CLAREMONT,expense,ANZ
2025-05-31,340.64,TAX REFUND ATO,income,ANZ
2025-05-29,-92.21,TRANSPERTH PERTH,expense,ANZ
2025-05-27,-126.54,FARMER JACKS FLOREAT,expense,ANZ
2025-05-27,-12.04,APPLE.COM/BILL SYDNEY,expense,ANZ
2025-05-24,-59.9,EBAY SYDNEY,expense,ANZ
2025-05-17,-178.07,WATER CORPORATION PERTH,expense,ANZ
2025-05-16,-30.32,GUZMAN Y GOMEZ PERTH,expense,ANZ
2025-05-16,-69.42,SHELL PERTH,expense,ANZ
2025-05-16,-30.41,PRICELINE PHARMACY PERTH,expense,ANZ
2025-05-14,-59.06,CALTEX SOUTH PERTH,expense,ANZ
2025-05-14,-123.04,IGA MOUNT LAWLEY,expense,ANZ
2025-05-11,3315.02,SALARY EMPLOYER PTY LTD,income,ANZ
2025-05-10,608.53,TAX REFUND ATO,income,ANZ
2025-05-09,-68.32,DOME CAFE COTTESLOE,expense,ANZ
2025-05-09,-68.87,EBAY SYDNEY,expense,ANZ
2025-05-09,-54.85,AMPOL PERTH,expense,ANZ
2025-05-07,-12.82,NETFLIX SYDNEY,expense,ANZ
2025-05-04,-117.5,IGA SUBIACO,expense,ANZ
2025-05-04,-50.18,UBER SYDNEY,expense,ANZ
2025-05-04,745.06,TAX REFUND ATO,income,ANZ
2025-05-03,-62.87,BUNNINGS INNALOO,expense,ANZ
2025-05-02,-45.49,CHEMIST WAREHOUSE FREMANTLE,expense,ANZ
2025-04-30,-56.94,IGA SUBIACO,expense,ANZ
2025-04-29,34.77,INTEREST PAYMENT,income,ANZ
2025-04-28,-134.0,BIG W PERTH,expense,ANZ
2025-04-27,-47.78,GUZMAN Y GOMEZ FREMANTLE,expense,ANZ
2025-04-27,-64.87,HUNGRY JACK'S MIDLAND,expense,ANZ
2025-04-22,3095.88,SALARY EMPLOYER PTY LTD,income,ANZ
2025-04-20,-32.0,FARMER JACKS SUBIACO,expense,ANZ
2025-04-18,-137.34,ALDI CANNINGTON,expense,ANZ
2025-04-18,-47.28,PRICELINE PHARMACY GARDEN CITY,expense,ANZ
2025-04-15,-92.93,ALDI MIDLAND,expense,ANZ
2025-04-14,-21.83,VARSITY BAR NORTHBRIDGE,expense,ANZ
2025-04-13,-57.63,BIG W PERTH,expense,ANZ
2025-04-12,-15.59,VARSITY BAR FREMANTLE,expense,ANZ
2025-04-09,-68.03,COLES PERTH,expense,ANZ
2025-04-04,-44.71,TERRY WHITE CHEMMART CLAREMONT,expense,ANZ
2025-04-04,-90.14,ALIEXPRESS NORTH SYDNEY,expense,ANZ
2025-04-01,-43.16,CHEMIST WAREHOUSE SUBIACO,expense,ANZ
2025-04-01,-10.66,STEAM PURCHASE SYDNEY,expense,ANZ
2025-03-31,-63.5,IGA MOUNT LAWLEY,expense,ANZ
2025-03-31,-87.28,IGA MOUNT LAWLEY,expense,ANZ
2025-03-30,-85.54,UBER SYDNEY,expense,ANZ
2025-03-29,-89.22,EBAY SYDNEY,expense,ANZ
2025-03-29,-75.11,ALDI PERTH,expense,ANZ
2025-03-27,3424.74,SALARY EMPLOYER PTY LTD,income,ANZ
2025-03-26,208.08,TAX REFUND ATO,income,ANZ
2025-03-24,-9.96,APPLE.COM/BILL SYDNEY,expense,ANZ
2025-03-21,-32.62,PRICELINE PHARMACY PERTH,expense,ANZ
2025-03-20,-62.09,RAC INSURANCE PERTH,expense,ANZ
2025-03-14,3401.14,SALARY EMPLOYER PTY LTD,income,ANZ
2025-03-11,-111.87,ALDI MIDLAND,expense,ANZ
2025-03-10,-118.26,TARGET INNALOO,expense,ANZ
2025-03-09,372.54,TAX REFUND ATO,income,ANZ
2025-03-07,-113.1,EBAY SYDNEY,expense,ANZ
2025-03-07,3183.52,SALARY EMPLOYER PTY LTD,income,ANZ
2025-03-06,-117.05,TELSTRA PERTH,expense,ANZ
2025-03-06,-81.1,BP FREMANTLE,expense,ANZ
2025-03-05,-36.79,FARMER JACKS WEMBLEY,expense,ANZ
2025-03-05,351.22,TAX REFUND ATO,income,ANZ
2025-03-04,-127.11,COLES COTTESLOE,expense,ANZ
2025-03-03,-42.63,FARMER JACKS SUBIACO,expense,ANZ
2025-03-02,-62.18,COLES NEDLANDS,expense,ANZ
2025-02-28,-104.43,BIG W PERTH,expense,ANZ
2025-02-27,-51.82,DOME CAFE FREMANTLE,expense,ANZ
2025-02-26,-49.17,KFC CAROUSEL,expense,ANZ
2025-02-25,-98.56,COLES PERTH,expense,ANZ
2025-02-22,147.09,REFUND,income,ANZ
2025-02-21,-30.67,HUNGRY JACK'S PERTH,expense,ANZ
2025-02-19,-58.25,FARMER JACKS FLOREAT,expense,ANZ
2025-02-18,-6.52,NETFLIX SYDNEY,expense,ANZ
2025-02-18,-71.8,WOOLWORTHS JOONDALUP,expense,ANZ
2025-02-18,-47.33,VARSITY BAR NORTHBRIDGE,expense,ANZ
2025-02-17,-35.84,KFC CAROUSEL,expense,ANZ
2025-02-15,-53.33,ALIEXPRESS NORTH SYDNEY,expense,ANZ
2025-02-13,-57.03,THE COFFEE CLUB GARDEN CITY,expense,ANZ
2025-02-12,-62.13,WOOLWORTHS PERTH,expense,ANZ
2025-02-11,-24.22,NANDO'S JOONDALUP,expense,ANZ
2025-02-10,-35.1,GUZMAN Y GOMEZ FREMANTLE,expense,ANZ
2025-02-09,-151.12,COLES PERTH,expense,ANZ
2025-02-08,-83.59,ALDI MORLEY,expense,ANZ
2025-02-07,-41.54,SUBWAY CITY,expense,ANZ
2025-02-06,-138.44,KMART PERTH,expense,ANZ
2025-02-06,130.06,REFUND,income,ANZ
2025-02-05,-88.34,KMART CAROUSEL,expense,ANZ
2025-02-05,-74.26,COLES NEDLANDS,expense,ANZ
2025-02-04,-95.91,KMART PERTH,expense,ANZ
2025-02-01,-34.17,THE COFFEE CLUB CAROUSEL,expense,ANZ
2025-01-31,-126.53,COLES CLAREMONT,expense,ANZ
2025-01-28,-70.76,FARMER JACKS SUBIACO,expense,ANZ
2025-01-27,-50.96,TRANSPERTH PERTH,expense,ANZ
2025-01-27,-124.8,SYNERGY PERTH,expense,ANZ
2025-01-27,-71.24,HBF HEALTH LIMITED PERTH,expense,ANZ
2025-01-26,-75.83,SHELL PERTH,expense,ANZ
2025-01-23,-86.78,SHELL PERTH,expense,ANZ
2025-01-21,148.14,REFUND,income,ANZ
2025-01-19,-62.76,KFC CAROUSEL,expense,ANZ
2025-01-18,-73.35,COLES CLAREMONT,expense,ANZ
2025-01-18,-70.29,UBER SYDNEY,expense,ANZ
2025-01-18,3451.34,SALARY EMPLOYER PTY LTD,income,ANZ
2025-01-17,-32.53,HUNGRY JACK'S MIDLAND,expense,ANZ
2025-01-13,2847.06,SALARY EMPLOYER PTY LTD,income,ANZ
2025-01-12,-34.55,TERRY WHITE CHEMMART CLAREMONT,expense,ANZ
2025-01-11,-83.36,WOOLWORTHS FREMANTLE,expense,ANZ
2025-01-11,-65.37,CALTEX PERTH,expense,ANZ
2025-01-10,-153.69,SYNERGY PERTH,expense,ANZ
2025-01-09,-116.27,AMAZON SYDNEY,expense,ANZ
2025-01-09,-9.98,STEAM PURCHASE SYDNEY,expense,ANZ
2025-01-06,-106.29,IGA MOUNT LAWLEY,expense,ANZ
2025-01-06,651.64,TAX REFUND ATO,income,ANZ
2025-01-06,133.47,REFUND,income,ANZ
