date,amount,description,transaction_type,source
2025-07-21,2505.13,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-20,2439.1,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-19,2576.26,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-16,2434.16,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-14,2435.29,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-14,-300.0,RENT,expense,Bankwest
2025-07-13,2589.62,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-10,2587.37,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-08,2542.76,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-08,-263.05,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-07-07,2531.58,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-07,-300.0,RENT,expense,Bankwest
2025-07-06,2504.28,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-04,2505.31,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-07-03,2504.46,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-30,-448.67,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-06-29,2407.51,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-25,2479.52,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-24,2578.56,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-23,-300.0,RENT,expense,Bankwest
2025-06-19,2425.66,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-18,2580.07,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-17,-472.99,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-06-16,-300.0,RENT,expense,Bankwest
2025-06-14,2568.29,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-12,2410.72,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-11,2527.03,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-10,2451.59,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-09,2465.19,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-06,2407.39,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-06-02,2520.9,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-31,2428.92,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-30,2488.91,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-29,2546.65,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-29,-270.32,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-05-28,2404.98,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-27,2483.72,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-26,-300.0,RENT,expense,Bankwest
2025-05-22,2573.83,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-21,2598.77,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-20,2524.61,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-19,-300.0,RENT,expense,Bankwest
2025-05-18,2474.73,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-16,2416.56,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-15,2541.03,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-15,-160.58,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-05-13,2450.75,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-12,2508.74,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-10,2479.67,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-05,2404.33,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-04,2413.09,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-04,-418.29,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-05-02,2493.99,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-05-01,2592.56,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-30,2528.01,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-28,2434.12,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-26,2491.75,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-25,2597.6,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-24,2402.65,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-23,2493.06,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-20,2578.68,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-19,2411.81,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-18,2506.33,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-17,2532.3,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-12,2469.0,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-11,2518.63,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-10,2463.81,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-09,2498.21,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-07,-300.0,RENT,expense,Bankwest
2025-04-06,2572.07,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-05,2542.82,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-04,2532.88,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-04-01,2560.57,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-29,2525.36,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-28,2444.17,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-27,2492.86,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-25,2473.79,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-24,2457.97,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-23,2421.97,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-22,2437.67,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-21,2492.39,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-19,2517.47,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-18,2594.72,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-17,2521.6,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-12,2554.47,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-11,2492.45,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-09,2408.43,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-04,2536.92,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-03,2535.49,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-03-02,2498.79,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-28,2420.77,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-27,2402.38,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-26,2595.8,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-25,2479.69,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-23,2519.04,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-22,2410.04,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-19,2461.99,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-18,2404.32,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-17,2471.1,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-15,2568.11,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-14,2535.25,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-13,2534.9,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-12,2536.32,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-11,2540.16,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-10,2449.43,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-09,2593.88,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-08,2551.81,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-05,2449.0,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-01,2575.15,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-02-01,-319.88,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-01-31,-475.65,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-01-30,2513.06,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-29,2434.82,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-28,2531.24,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-25,2581.65,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-23,2472.07,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-20,2485.39,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-17,2423.85,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-16,-158.26,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-01-15,2437.96,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-15,-123.27,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-01-14,2527.41,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-12,2476.9,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-11,2557.97,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-09,2401.5,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-08,2528.42,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-07,2505.98,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-06,2517.78,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-01-06,-300.0,RENT,expense,Bankwest
