date,amount,description,transaction_type,source
2025-09-01,-95.21,FARMER JACKS SUBIACO,expense,Bank_A
2025-08-27,-68.24,WOOLWORTHS JOONDALUP,expense,Bank_A
2025-08-26,-106.4,COLES NEDLANDS,expense,Bank_A
2025-08-26,-96.67,FARMER JACKS FLOREAT,expense,Bank_A
2025-08-25,-79.98,IGA MOUNT LAWLEY,expense,Bank_A
2025-08-25,-177.93,TELSTRA PERTH,expense,Bank_A
2025-08-24,-83.17,CALTEX VICTORIA PARK,expense,Bank_A
2025-08-24,-33.77,HUNGRY JACK'S PERTH,expense,Bank_A
2025-08-23,-71.56,CALTEX SOUTH PERTH,expense,Bank_A
2025-08-23,-32.07,GUZMAN Y GOMEZ FREMANTLE,expense,Bank_A
2025-08-21,-31.84,KFC CAROUSEL,expense,Bank_A
2025-08-20,-23.5,DOME CAFE SUBIACO,expense,Bank_A
2025-08-20,-20.26,AMAZON SYDNEY,expense,Bank_A
2025-08-19,-36.5,COLES CLAREMONT,expense,Bank_A
2025-08-19,-70.13,WOOLWORTHS JOONDALUP,expense,Bank_A
2025-08-18,-70.52,FARMER JACKS FLOREAT,expense,Bank_A
2025-08-17,-76.88,ALDI PERTH,expense,Bank_A
2025-08-17,-107.08,IINET LTD SYDNEY,expense,Bank_A
2025-08-17,-20.72,THE COFFEE CLUB CAROUSEL,expense,Bank_A
2025-08-16,-29.81,PRICELINE PHARMACY PERTH,expense,Bank_A
2025-08-15,-95.99,ALDI MIDLAND,expense,Bank_A
2025-08-15,-118.95,ALDI MORLEY,expense,Bank_A
2025-08-13,-83.21,BUNNINGS CANNINGTON,expense,Bank_A
2025-08-13,-28.68,NANDO'S ROCKINGHAM,expense,Bank_A
2025-08-10,-65.18,RAC INSURANCE PERTH,expense,Bank_A
2025-08-09,-107.99,SHELL PERTH,expense,Bank_A
2025-08-09,-65.55,COLES COTTESLOE,expense,Bank_A
2025-08-09,-33.78,THE COFFEE CLUB CAROUSEL,expense,Bank_A
2025-08-08,-14.64,NETFLIX SYDNEY,expense,Bank_A
2025-08-07,-58.16,CALTEX PERTH,expense,Bank_A
2025-08-07,-37.45,DOME CAFE FREMANTLE,expense,Bank_A
2025-08-05,-233.02,IINET LTD SYDNEY,expense,Bank_A
2025-08-04,-51.48,ALDI CANNINGTON,expense,Bank_A
2025-08-04,-66.35,WOOLWORTHS SUBIACO,expense,Bank_A
2025-08-03,-134.67,WATER CORPORATION PERTH,expense,Bank_A
2025-08-02,-20.05,TERRY WHITE CHEMMART SUBIACO,expense,Bank_A
2025-07-29,-114.18,ALIEXPRESS NORTH SYDNEY,expense,Bank_A
2025-07-27,-138.39,IGA SUBIACO,expense,Bank_A
2025-07-26,-44.31,GUZMAN Y GOMEZ SUBIACO,expense,Bank_A
2025-07-26,-135.66,FARMER JACKS SUBIACO,expense,Bank_A
2025-07-24,-120.88,ALIEXPRESS NORTH SYDNEY,expense,Bank_A
2025-07-23,-114.61,ALDI MORLEY,expense,Bank_A
2025-07-23,-34.89,KFC CAROUSEL,expense,Bank_A
2025-07-22,-54.41,BP PERTH,expense,Bank_A
2025-07-21,-96.23,AMPOL PERTH,expense,Bank_A
2025-07-21,-51.49,BUNNINGS OSBORNE PARK,expense,Bank_A
2025-07-20,-124.6,WOOLWORTHS SUBIACO,expense,Bank_A
2025-07-19,-40.11,VARSITY BAR FREMANTLE,expense,Bank_A
2025-07-18,-25.64,GUZMAN Y GOMEZ PERTH,expense,Bank_A
2025-07-16,-48.35,GUZMAN Y GOMEZ SUBIACO,expense,Bank_A
2025-07-16,-76.19,FARMER JACKS SUBIACO,expense,Bank_A
2025-07-15,-111.49,AMAZON SYDNEY,expense,Bank_A
2025-07-15,-107.06,WOOLWORTHS SUBIACO,expense,Bank_A
2025-07-14,-29.04,DOME CAFE COTTESLOE,expense,Bank_A
2025-07-14,-57.05,UBER SYDNEY,expense,Bank_A
2025-07-13,-90.14,WATER CORPORATION PERTH,expense,Bank_A
2025-07-13,-58.93,EBAY SYDNEY,expense,Bank_A
2025-07-10,-27.44,DOME CAFE FREMANTLE,expense,Bank_A
2025-07-10,-97.65,WOOLWORTHS SUBIACO,expense,Bank_A
2025-07-09,-37.47,VARSITY BAR FREMANTLE,expense,Bank_A
2025-07-09,-103.22,IGA MOUNT LAWLEY,expense,Bank_A
2025-07-08,-88.63,AMAZON SYDNEY,expense,Bank_A
2025-07-06,-30.33,COLES NEDLANDS,expense,Bank_A
2025-07-06,-98.06,IGA SUBIACO,expense,Bank_A
2025-07-06,-78.68,TRANSPERTH PERTH,expense,Bank_A
2025-07-04,-51.96,PRICELINE PHARMACY PERTH,expense,Bank_A
2025-06-30,-64.09,RAC INSURANCE PERTH,expense,Bank_A
2025-06-29,-10.58,READING CINEMAS BELMONT,expense,Bank_A
2025-06-29,-72.61,AMPOL CLAREMONT,expense,Bank_A
2025-06-29,-13.06,NANDO'S ROCKINGHAM,expense,Bank_A
2025-06-28,-58.42,VARSITY BAR FREMANTLE,expense,Bank_A
2025-06-28,-125.04,TARGET PERTH,expense,Bank_A
2025-06-28,-137.92,COLES PERTH,expense,Bank_A
2025-06-27,-59.53,VARSITY BAR FREMANTLE,expense,Bank_A
2025-06-26,-39.56,UBER SYDNEY,expense,Bank_A
2025-06-25,-92.79,AMPOL PERTH,expense,Bank_A
2025-06-24,-53.74,RAC INSURANCE PERTH,expense,Bank_A
2025-06-24,-79.91,TRANSPERTH PERTH,expense,Bank_A
2025-06-23,-40.52,THE COFFEE CLUB PERTH,expense,Bank_A
2025-06-22,-25.98,KFC CAROUSEL,expense,Bank_A
2025-06-22,-139.11,WATER CORPORATION PERTH,expense,Bank_A
2025-06-22,-57.95,ALIEXPRESS NORTH SYDNEY,expense,Bank_A
2025-06-21,-59.57,TRANSPERTH PERTH,expense,Bank_A
2025-06-20,-56.45,KMART GARDEN CITY,expense,Bank_A
2025-06-20,-52.29,DOME CAFE FREMANTLE,expense,Bank_A
2025-06-20,-5.92,STEAM PURCHASE SYDNEY,expense,Bank_A
2025-06-19,-59.79,AMAZON SYDNEY,expense,Bank_A
2025-06-18,-82.48,ALDI MIDLAND,expense,Bank_A
2025-06-16,-96.7,EBAY SYDNEY,expense,Bank_A
2025-06-15,-90.82,BP NEDLANDS,expense,Bank_A
2025-06-15,-160.97,WOOLWORTHS SUBIACO,expense,Bank_A
2025-06-15,-81.0,FARMER JACKS FLOREAT,expense,Bank_A
2025-06-14,-59.2,CALTEX VICTORIA PARK,expense,Bank_A
2025-06-13,-120.92,WOOLWORTHS PERTH,expense,Bank_A
2025-06-11,-76.58,SHELL CANNINGTON,expense,Bank_A
2025-06-10,-37.59,KFC INNALOO,expense,Bank_A
2025-06-09,-53.43,THE COFFEE CLUB GARDEN CITY,expense,Bank_A
2025-06-07,-52.61,SHELL CANNINGTON,expense,Bank_A
2025-06-07,-113.98,COLES COTTESLOE,expense,Bank_A
2025-06-07,-92.0,FARMER JACKS FLOREAT,expense,Bank_A
2025-06-06,-29.02,THE COFFEE CLUB PERTH,expense,Bank_A
2025-06-06,-23.18,CHEMIST WAREHOUSE SUBIACO,expense,Bank_A
2025-06-06,-19.79,READING CINEMAS PERTH,expense,Bank_A
2025-06-05,-21.59,TERRY WHITE CHEMMART SUBIACO,expense,Bank_A
2025-06-05,-36.04,THE COFFEE CLUB GARDEN CITY,expense,Bank_A
2025-06-03,-133.9,TELSTRA PERTH,expense,Bank_A
2025-06-01,-25.25,HUNGRY JACK'S CANNINGTON,expense,Bank_A
2025-06-01,-49.51,BIG W JOONDALUP,expense,Bank_A
2025-05-31,-153.07,ALIEXPRESS NORTH SYDNEY,expense,Bank_A
2025-05-29,-28.8,SUBWAY NORTHBRIDGE,expense,Bank_A
2025-05-28,-100.69,ALIEXPRESS NORTH SYDNEY,expense,Bank_A
2025-05-26,-20.79,NANDO'S JOONDALUP,expense,Bank_A
2025-05-25,-119.72,IINET LTD SYDNEY,expense,Bank_A
2025-05-25,-9.4,SPOTIFY SYDNEY,expense,Bank_A
2025-05-24,-48.05,HUNGRY JACK'S MIDLAND,expense,Bank_A
2025-05-24,-10.86,APPLE.COM/BILL SYDNEY,expense,Bank_A
2025-05-23,-28.42,SUBWAY NORTHBRIDGE,expense,Bank_A
2025-05-22,-14.11,APPLE.COM/BILL SYDNEY,expense,Bank_A
2025-05-20,-125.03,AMAZON SYDNEY,expense,Bank_A
2025-05-19,-89.4,WOOLWORTHS FREMANTLE,expense,Bank_A
2025-05-18,-136.85,EBAY SYDNEY,expense,Bank_A
2025-05-15,-52.61,ALIEXPRESS NORTH SYDNEY,expense,Bank_A
2025-05-15,-17.08,TERRY WHITE CHEMMART CLAREMONT,expense,Bank_A
2025-05-12,-93.83,BP FREMANTLE,expense,Bank_A
2025-05-12,-33.5,CHEMIST WAREHOUSE PERTH,expense,Bank_A
2025-05-10,-58.35,BIG W CANNINGTON,expense,Bank_A
2025-05-10,-99.0,ALDI CANNINGTON,expense,Bank_A
2025-05-09,-32.57,GUZMAN Y GOMEZ FREMANTLE,expense,Bank_A
2025-05-08,-22.84,HUNGRY JACK'S MIDLAND,expense,Bank_A
2025-05-07,-25.16,NANDO'S PERTH,expense,Bank_A
2025-05-04,-52.96,SHELL CANNINGTON,expense,Bank_A
2025-05-04,-63.3,MCDONALD'S NORTHBRIDGE,expense,Bank_A
2025-05-03,-40.04,NANDO'S ROCKINGHAM,expense,Bank_A
2025-05-03,-98.78,IGA LEEDERVILLE,expense,Bank_A
2025-04-30,-10.73,NETFLIX SYDNEY,expense,Bank_A
2025-04-30,-47.12,FARMER JACKS FLOREAT,expense,Bank_A
2025-04-29,-89.4,UBER SYDNEY,expense,Bank_A
2025-04-29,-6.87,READING CINEMAS BELMONT,expense,Bank_A
2025-04-28,-51.05,IGA MOUNT LAWLEY,expense,Bank_A
2025-04-28,-44.66,CHEMIST WAREHOUSE FREMANTLE,expense,Bank_A
2025-04-26,-55.53,COLES PERTH,expense,Bank_A
2025-04-26,-151.85,IINET LTD SYDNEY,expense,Bank_A
2025-04-26,-100.86,ALDI PERTH,expense,Bank_A
2025-04-25,-53.87,ALIEXPRESS NORTH SYDNEY,expense,Bank_A
2025-04-25,-107.58,UBER SYDNEY,expense,Bank_A
2025-04-24,-66.55,TARGET PERTH,expense,Bank_A
2025-04-24,-133.48,WATER CORPORATION PERTH,expense,Bank_A
2025-04-23,-73.48,RAC INSURANCE PERTH,expense,Bank_A
2025-04-22,-71.59,TARGET INNALOO,expense,Bank_A
2025-04-22,-154.87,IGA MOUNT LAWLEY,expense,Bank_A
2025-04-21,-38.89,KMART GARDEN CITY,expense,Bank_A
2025-04-21,-63.4,SHELL CANNINGTON,expense,Bank_A
2025-04-20,-123.29,FARMER JACKS FLOREAT,expense,Bank_A
2025-04-20,-108.69,TRANSPERTH PERTH,expense,Bank_A
2025-04-19,-81.23,WOOLWORTHS SUBIACO,expense,Bank_A
2025-04-18,-126.11,WOOLWORTHS PERTH,expense,Bank_A
2025-04-18,-97.9,FARMER JACKS WEMBLEY,expense,Bank_A
2025-04-15,-69.92,UBER SYDNEY,expense,Bank_A
2025-04-15,-87.52,SYNERGY PERTH,expense,Bank_A
2025-04-15,-66.16,CALTEX PERTH,expense,Bank_A
2025-04-14,-59.97,AMPOL CLAREMONT,expense,Bank_A
2025-04-14,-72.15,FARMER JACKS SUBIACO,expense,Bank_A
2025-04-14,-70.79,CALTEX VICTORIA PARK,expense,Bank_A
2025-04-13,-108.58,ALIEXPRESS NORTH SYDNEY,expense,Bank_A
2025-04-13,-35.3,TERRY WHITE CHEMMART SUBIACO,expense,Bank_A
2025-04-12,-84.64,BIG W PERTH,expense,Bank_A
2025-04-12,-80.1,IGA LEEDERVILLE,expense,Bank_A
2025-04-11,-74.48,EBAY SYDNEY,expense,Bank_A
2025-04-10,-104.85,CALTEX SOUTH PERTH,expense,Bank_A
2025-04-08,-132.82,COLES PERTH,expense,Bank_A
2025-04-08,-56.11,MCDONALD'S PERTH,expense,Bank_A
2025-04-06,-118.26,COLES COTTESLOE,expense,Bank_A
2025-04-06,-116.09,FARMER JACKS SUBIACO,expense,Bank_A
2025-04-05,-40.48,MCDONALD'S PERTH,expense,Bank_A
2025-04-05,-52.24,NANDO'S JOONDALUP,expense,Bank_A
2025-04-05,-93.54,BP FREMANTLE,expense,Bank_A
2025-04-04,-33.93,GUZMAN Y GOMEZ SUBIACO,expense,Bank_A
2025-04-02,-49.49,KMART GARDEN CITY,expense,Bank_A
2025-04-01,-59.5,DOME CAFE SUBIACO,expense,Bank_A
2025-03-29,-59.68,CALTEX VICTORIA PARK,expense,Bank_A
2025-03-29,-15.75,READING CINEMAS PERTH,expense,Bank_A
2025-03-28,-51.2,CHEMIST WAREHOUSE PERTH,expense,Bank_A
2025-03-28,-134.26,IGA SUBIACO,expense,Bank_A
2025-03-26,-28.58,KFC INNALOO,expense,Bank_A
2025-03-26,-61.0,SHELL PERTH,expense,Bank_A
2025-03-25,-94.08,AMPOL CLAREMONT,expense,Bank_A
2025-03-24,-37.79,SUBWAY CITY,expense,Bank_A
2025-03-24,-117.59,WATER CORPORATION PERTH,expense,Bank_A
2025-03-23,-61.25,BIG W PERTH,expense,Bank_A
2025-03-23,-37.75,CALTEX PERTH,expense,Bank_A
2025-03-21,-95.57,COLES NEDLANDS,expense,Bank_A
2025-03-21,-115.07,FARMER JACKS FLOREAT,expense,Bank_A
2025-03-20,-78.58,FARMER JACKS FLOREAT,expense,Bank_A
2025-03-19,-110.28,COLES NEDLANDS,expense,Bank_A
2025-03-17,-17.03,READING CINEMAS BELMONT,expense,Bank_A
2025-03-16,-28.16,VARSITY BAR FREMANTLE,expense,Bank_A
2025-03-15,-130.76,WOOLWORTHS PERTH,expense,Bank_A
2025-03-15,-161.25,SYNERGY PERTH,expense,Bank_A
2025-03-14,-19.38,THE COFFEE CLUB GARDEN CITY,expense,Bank_A
2025-03-12,-42.49,MCDONALD'S PERTH,expense,Bank_A
2025-03-11,-41.59,HUNGRY JACK'S MIDLAND,expense,Bank_A
2025-03-10,-66.86,CALTEX SOUTH PERTH,expense,Bank_A
2025-03-09,-169.15,TELSTRA PERTH,expense,Bank_A
2025-03-09,-128.47,COLES NEDLANDS,expense,Bank_A
2025-03-08,-63.94,BUNNINGS CANNINGTON,expense,Bank_A
2025-03-08,-103.48,TELSTRA PERTH,expense,Bank_A
2025-03-08,-47.84,GUZMAN Y GOMEZ PERTH,expense,Bank_A
2025-03-07,-91.99,WOOLWORTHS SUBIACO,expense,Bank_A
2025-03-07,-88.31,SHELL CANNINGTON,expense,Bank_A
2025-03-02,-99.85,EBAY SYDNEY,expense,Bank_A
2025-03-02,-77.97,FARMER JACKS WEMBLEY,expense,Bank_A
2025-03-01,-52.23,AMPOL WEST PERTH,expense,Bank_A
2025-03-01,-77.91,BP FREMANTLE,expense,Bank_A
2025-03-01,-62.17,AMPOL PERTH,expense,Bank_A
2025-02-28,-79.8,SHELL MORLEY,expense,Bank_A
2025-02-27,-57.17,ALIEXPRESS NORTH SYDNEY,expense,Bank_A
2025-02-27,-79.11,TARGET INNALOO,expense,Bank_A
2025-02-27,-64.97,KMART CAROUSEL,expense,Bank_A
2025-02-26,-59.48,IINET LTD SYDNEY,expense,Bank_A
2025-02-25,-73.21,FARMER JACKS FLOREAT,expense,Bank_A
2025-02-23,-109.3,WOOLWORTHS FREMANTLE,expense,Bank_A
2025-02-22,-18.33,THE COFFEE CLUB CAROUSEL,expense,Bank_A
2025-02-21,-34.6,VARSITY BAR FREMANTLE,expense,Bank_A
2025-02-21,-18.43,APPLE.COM/BILL SYDNEY,expense,Bank_A
2025-02-21,-32.51,VARSITY BAR FREMANTLE,expense,Bank_A
2025-02-20,-54.61,UBER SYDNEY,expense,Bank_A
2025-02-16,-12.89,READING CINEMAS BELMONT,expense,Bank_A
2025-02-15,-12.09,SPOTIFY SYDNEY,expense,Bank_A
2025-02-14,-170.15,EBAY SYDNEY,expense,Bank_A
2025-02-13,-49.59,TRANSPERTH PERTH,expense,Bank_A
2025-02-11,-119.33,IINET LTD SYDNEY,expense,Bank_A
2025-02-11,-71.56,EBAY SYDNEY,expense,Bank_A
2025-02-08,-91.8,IGA LEEDERVILLE,expense,Bank_A
2025-02-08,-69.25,KFC CAROUSEL,expense,Bank_A
2025-02-07,-63.13,BP NEDLANDS,expense,Bank_A
2025-02-06,-25.16,CHEMIST WAREHOUSE SUBIACO,expense,Bank_A
2025-02-06,-54.02,KFC CAROUSEL,expense,Bank_A
2025-02-06,-63.45,UBER SYDNEY,expense,Bank_A
2025-02-05,-115.13,BUNNINGS INNALOO,expense,Bank_A
2025-02-05,-74.32,UBER SYDNEY,expense,Bank_A
2025-02-04,-85.01,FARMER JACKS WEMBLEY,expense,Bank_A
2025-02-04,-63.44,AMAZON SYDNEY,expense,Bank_A
2025-02-03,-101.07,HBF HEALTH LIMITED PERTH,expense,Bank_A
2025-02-03,-40.84,KFC PERTH,expense,Bank_A
2025-02-03,-112.59,UBER SYDNEY,expense,Bank_A
2025-02-02,-34.7,FARMER JACKS FLOREAT,expense,Bank_A
2025-01-30,-120.5,TELSTRA PERTH,expense,Bank_A
2025-01-30,-102.73,COLES CLAREMONT,expense,Bank_A
2025-01-29,-34.1,CHEMIST WAREHOUSE PERTH,expense,Bank_A
2025-01-28,-212.98,TELSTRA PERTH,expense,Bank_A
2025-01-28,-24.78,GUZMAN Y GOMEZ FREMANTLE,expense,Bank_A
2025-01-26,-21.4,VARSITY BAR FREMANTLE,expense,Bank_A
2025-01-26,-109.98,COLES COTTESLOE,expense,Bank_A
2025-01-26,-22.85,SUBWAY CITY,expense,Bank_A
2025-01-25,-12.18,SPOTIFY SYDNEY,expense,Bank_A
2025-01-24,-134.31,AMAZON SYDNEY,expense,Bank_A
2025-01-24,-25.85,CHEMIST WAREHOUSE SUBIACO,expense,Bank_A
2025-01-24,-16.59,READING CINEMAS BELMONT,expense,Bank_A
2025-01-23,-69.91,WOOLWORTHS SUBIACO,expense,Bank_A
2025-01-22,-25.9,NANDO'S ROCKINGHAM,expense,Bank_A
2025-01-20,-114.38,WOOLWORTHS PERTH,expense,Bank_A
2025-01-18,-155.39,WOOLWORTHS FREMANTLE,expense,Bank_A
2025-01-18,-91.82,WOOLWORTHS FREMANTLE,expense,Bank_A
2025-01-17,-54.75,TRANSPERTH PERTH,expense,Bank_A
2025-01-16,-12.86,STEAM PURCHASE SYDNEY,expense,Bank_A
2025-01-16,-112.51,UBER SYDNEY,expense,Bank_A
2025-01-15,-33.11,WOOLWORTHS SUBIACO,expense,Bank_A
2025-01-14,-97.99,EBAY SYDNEY,expense,Bank_A
2025-01-13,-70.68,EBAY SYDNEY,expense,Bank_A
2025-01-13,-64.91,HBF HEALTH LIMITED PERTH,expense,Bank_A
2025-01-12,-49.63,DOME CAFE COTTESLOE,expense,Bank_A
2025-01-11,-29.99,CHEMIST WAREHOUSE FREMANTLE,expense,Bank_A
2025-01-11,-110.79,FARMER JACKS FLOREAT,expense,Bank_A
2025-01-11,-168.24,AMAZON SYDNEY,expense,Bank_A
